2019-01-21 16:41:33.511780
#,Who,=,*,A,B,C,D,E
4421,zzuli-hanjk,188,,188,-1,,,
4423,licey43u,186,,186,-1,-4,,
4424,guptajianshul299,184,,184,-2,,,
4425,usmon,182,,182,,,,
4426,arm_prog22,180,,180,-1,,,
4426,Luffy_17,180,,180,,,,
4428,tuyang,178,,178,,,,
4429,navy_master,174,,174,-3,,,
4429,2018030402055,174,,174,-3,,,
4431,rahaf,168,,168,-2,,,
4431,A_cirno,168,,168,-2,,,
4433,pr.kassad,166,,166,-1,,,
4433,raceldog,166,,166,,,,
4435,Manchi_6701,164,,164,-3,,,
4436,Mohamed_Saad62,162,,162,,,,
4436,dpmittal,162,,162,,,,
4438,DarkOne,156,,156,,,,
4439,ANONYMOUS_M,150,,150,,,,
4439,_Syndicate,150,,150,,,,
4439,Nexain,150,,150,,,,
4439,Ilyanter,150,,150,,,,
4439,ayush3,150,,150,,,,
4439,itachi007,150,,150,-3,,,
4439,sagniknitr,150,,150,,,,
4439,I1I1I1I1I1,150,,150,-2,,,
4439,badra069,150,,150,,,,
4439,su_song_bin,150,,150,,,,
4439,Grischa,150,,150,,,,
4439,ayush_hardie,150,,150,-2,,,
4439,shivanshdhiman,150,,150,-4,,,
4439,Draevich,150,,150,,,,
4439,manavj07,150,,150,-2,,,
4439,thakkar2804,150,,150,,,,
4439,jeqcho,150,,150,,,,
4439,LordAditya,150,,150,,,,
4439,Valaros,150,,150,,,,
4439,Big_Smoke,150,,150,,,,
4439,Harsh,150,,150,-6,,,
4439,lusty_coder,150,,150,,,,
4439,erfanul007,150,,150,-3,,,
4439,laith_drebaty,150,,150,-7,,,
4463,anlen,,,-2,,,,
4463,Nastya425,,,,,,,
4463,ashwinimisra22,,,-1,,,,
4463,vedaprakash3,,,-2,,,,
4463,shantana_mirdha,,,-2,,,,
4463,HasegawaNanako,,,-6,-2,-1,,
4463,Prabal08,,,-2,,,,
4463,vsmolyakov,,,-2,-2,,,
4463,Shae,,,,,,,-5
4463,bagheldevender,,,-3,-2,,,
4463,galim665,,,,,,,-1
4463,Alecxannder,,,,-5,,,
4463,anushna_uppu,,,,-1,,,
4463,Aasaan_Hai_,,,-1,,,,
4463,ayushag07,,,-1,,,,
4463,Jackie1209,,,-2,-1,,,
4463,silviafon,,,-3,-1,,,
4463,besttusi,,,,-6,,,
4463,yulia_2001,,,-1,,,,
4463,sachin208,,,-1,,,,
4463,Retr0..,,,,,,,
4463,jschr,,,-2,-3,,-3,
4463,heyace,,,-3,,,,
4463,connorkent,,,-1,-1,-1,,
4463,kazzzzakh,,,-4,-1,,,
4463,sahumohit,,,-1,,,,
4463,101101110,,,,,,-1,
4463,insane_28,,,-1,,,,
4463,el_friki,,,,-2,,,
4463,_debug,,,-1,-1,,,
4463,GuoJTim,,,,-3,,,
4463,nihalsingh1298,,,-3,-2,,,
4463,vinit1997,,,-1,-1,,,
4463,Just-The-Weak,,,-1,,,,
4463,3rx,,,-2,-3,,,
4463,shiprakanaujia,,,,,,,
4463,hahahh1,,,-1,,,,
4463,Nam1122000,,,-1,,,,
4463,wybnmsl,,,-1,-2,,,
4463,suzerainravi,,,,,,,
4463,Ignatos,,,,,,,
4463,BlackNiight,,,-2,-3,,,
4463,visheshverma,,,-5,,,,
4463,GoldFridge,,,,,,,-2
4463,SiddharthMMore,,,-3,,,,
4463,GQfighting,,,-6,,,,
4463,prakhar_456,,,-3,,,,
4463,gogairemashvili,,,,-2,,,
4463,KUKUR99,,,-2,,,,
4463,chenxuanzi,,,-1,,,,
4463,rishabh_2605,,,-4,-1,,,
4463,Olegan777,,,-1,-1,,,
4463,Vishal345Verma,,,-5,,,,
4463,AstitvaSinghal,,,-2,-3,,,
4463,Ruban_Denic,,,-1,,,,
4463,SHAKHAWAT_SHIHAB,,,-2,,,,
4463,programmisstt,,,-5,,,,
4463,spark2357,,,-2,,,,
4463,VladislavB,,,-1,,,,
4463,atmakurvenkatesh,,,-6,-1,,,
4463,dmitriipolushin,,,,-1,,,
4463,wyyg,,,-3,,,,
4463,abhishek_987,,,-2,,,,
4463,arafat_uu,,,-3,,,,
4463,watchdogs132,,,-1,-2,,,
4463,Rafid_Shad,,,,,,,
4463,Wi_Bubblyt,,,,,,,-1
4463,chanduDS,,,,-1,,,-2
4463,Random_9,,,-3,-3,,,
4463,ayush3890,,,,-3,,,
4463,Rocky_Danger,,,-1,,,,
4463,5HundredMiles,,,,,,,
4463,phucnam,,,-2,-3,,,
4463,blitz_knight,,,-1,,,,
4463,MoeenTM,,,-4,,,,
4463,ccrusader23,,,-2,,,,
4463,coding_bandit,,,-6,-2,,,
4463,ansh_tiw_9,,,-1,,,,
4463,sajibroy,,,,,,,
4463,Muhsina_33036,,,,,,,-2
4463,andreioff,,,-3,,,,
4463,vgzelda123,,,-3,,,,
4463,jarvisnaharoy,,,-2,,,,
4463,iranhosein,,,-1,-2,,,
4463,Mr.Don,,,-4,-2,,,
4463,Hrtoimukra,,,-2,,,,
4463,RobinVanPerise,,,-4,-1,,,
4463,riyasaat,,,-1,,,,
4463,nenenene,,,,-3,,,
4463,raj_mehta,,,-1,,,,
4463,super_tank,,,-3,,,,
4463,bharathsathya,,,-1,,,,
4463,agn0101,,,-2,,,,
4463,kain15prashant,,,-2,,,,
4463,aravind_karthikeyan,,,-3,-1,,,
4463,ecstatic1,,,-1,-1,,,
4463,biltharesatyendra,,,,,,,-1
4463,Medusa,,,-2,,,-1,
4463,Fire_blade,,,-2,-1,,,
4463,gurpreet_ait,,,-2,,,,
4463,qingyv,,,-1,-2,,,
4463,EgorSurov,,,-1,,,,
4463,Ferogle007,,,-3,,,,
4463,_rohit11,,,-3,,,,
4463,smit_s,,,-1,-2,,,
4463,Shinigami77,,,-1,,,,
4463,DLCattici,,,-1,-5,,,
4463,Vijeta1,,,-2,,,,
4463,dipu_12,,,,,,,
4463,ankyy_0103,,,,-3,,,
4463,Pavanreddy1998,,,,-3,,,
4463,zegabr,,,-4,-3,,,
4463,shadow04,,,-2,,,,
4463,XTAIL,,,-1,-2,,,
4463,codestar_101,,,-3,,,,
4463,Dhrubo_Kamal,,,-1,,,,
4463,OliaVolia,,,-1,,,,
4463,Astatine,,,-4,,,,
4463,goodboi650,,,-1,,,,
4463,vipchhabra99,,,-1,-7,,,
4463,Yusufjon_Nazarov,,,,-3,,,-1
4463,sifat_2017331054,,,-4,,,,
4463,jpatidar8740,,,-1,,,,
4463,loser004,,,-2,-3,,,-1
4463,deepak7521,,,-1,,,,
4463,3217mehul,,,-1,,,,
4463,ksr_shivam,,,-2,,,,
4463,thebeast9,,,-2,,,,
4463,linsan1006,,,-3,,,,
4463,luciaacosta,,,,,,,
4463,Lososus,,,-2,,,,
4463,gaurav_2000,,,-3,,-2,,
4463,dharani0607,,,-1,-3,,,
4463,inov,,,-1,,,,
4463,muhaiminbinmunir,,,-2,,,,
4463,mp913,,,-1,-1,,,
4463,nilasha,,,,-3,,,
4463,cofmortably_dumb,,,,,,-1,
4463,WuliKing,,,-3,,,,
4463,SilentLoli,,,-2,,,,
4463,johnhoth,,,-2,,,,-2
4463,priwal,,,-2,,,,
4463,deepa_panwar,,,-1,-1,,,
4463,killerclaws_07,,,-1,-1,,,
4463,SINUS,,,-2,,,,
4463,Mateioo7,,,-4,-1,,,
4463,Comrade_27,,,-1,,,,
4463,katariaaakash,,,-2,,,,
4463,Genuine,,,-1,-1,,,
4463,naimur_rahman,,,-1,,,,
4463,Linker01,,,,,,,-2
4463,vaishnikhil,,,-1,,,,
4463,parisa.mqdm,,,,,,,
4463,udc321,,,-3,-1,,,
4463,PavelSmirnov,,,-1,,,,
4463,SnapDrag0n,,,,,,,
4463,201824115141,,,,,,,
4463,dumbledee,,,-1,,,,
4463,hwe9r,,,-1,,,,
4463,evan_owen_pasaribu,,,-1,-4,,,
4463,mgauatam,,,,,,,
4463,SyedAli,,,,-1,,,
4463,kirilprogerr,,,,-1,,,
4463,Jshah98,,,-2,,,,
4463,Quetzal,,,-1,-2,,,
4463,EldarKZ16,,,,-5,,,
4463,Mohitt,,,-1,,,,
4463,Psylocke,,,,-2,,-1,
4463,tahmid013,,,-1,,,,
4463,danduvinay,,,,,,,
4463,petushny,,,-2,,,,
4463,xXAyushiXx,,,-1,,,,
4463,KKmonster,,,-1,,,,
4463,FullMetalAlgorithmist,,,,,,,
4463,the_amazing_grape,,,-2,,,,
4463,goop,,,-1,-1,,,
4463,archar,,,,-1,,,
4463,ftecho,,,-3,-2,,,
4463,sbhmsh,,,-1,,,,-2
4463,Maruf_Hasan1789,,,-3,,,,
4463,zu2377,,,-4,,,,
4463,will_of_ken,,,,-2,,,
4463,IMPERIOUS,,,-2,-2,-1,,
4463,davidisimo040,,,-2,-1,,,
4463,SkyLightQP,,,-1,,,,
4463,Alperen78,,,-1,,,,
4463,This0is0the0end,,,-4,-3,,,
4463,trash.py,,,-1,-1,,,
4463,bhanu_12,,,-1,-2,,,
4463,sadi97,,,-1,,,,
4463,Shakil2017331024,,,-6,,,,
4463,msvas,,,-1,,,,
4463,white_space,,,-2,,,,
4463,supakorn_mhee,,,,,-7,,
4463,shadi.sa,,,,-1,,,
4463,Kingjizrw,,,-1,,,,
4463,pithik,,,,,-1,,
4463,MajorLenox,,,-2,,,,
4463,bhanutg20,,,-1,-1,,,
4463,get_lower,,,-4,-12,,,
4463,Cotheq,,,,-4,,,
4463,shivamsalil,,,-1,-1,,,
4463,AAR,,,-1,,,,
4463,coder122,,,-1,,,,
4463,unknownak420,,,-1,,,,
4463,Otdai_SALO,,,-2,-1,-1,,
4463,Mamta,,,-3,,,,
4463,srishti11,,,-3,-3,,,
4463,priyankabgda,,,,,,,
4463,code_jx,,,-1,,,,
4463,chayanj450,,,-3,,,,
4463,mohitgupta943,,,-1,,,,
4463,pallavi123,,,-5,,,,
4463,Sake_Dhamodhar,,,,,,,-1
4463,ak.separate,,,,,,,
4463,sudo_yousef,,,,,,,-9
4463,satwik_bhv1,,,-2,,,,
4463,jaibajranjbli,,,-2,,,,
4463,HydroxideX,,,-1,,,,
4463,mr_fahad,,,,,,,
4463,starks007,,,-4,,,,
4463,parsabn,,,-2,,,,
4463,sk214,,,-1,,,,
4463,vucko,,,,-2,,,-1
4463,Mr_CoDeR223,,,,-1,,,
4463,Cristinaaa,,,-2,,,,
4463,Orwellian,,,-1,,,,
4463,narapureddysrikanthvsp,,,-1,,,,
4463,keerthi11,,,,,,,-2
4463,kylian.mbappe,,,-1,,,,
4463,Sarthak308,,,-1,-2,,,
4463,AndyR,,,-2,,,,
4463,u4ece18006,,,-1,,,,
4463,vineethv,,,-1,,,,
4463,Khan17,,,-3,-3,,,
4463,masha_njasha,,,,,,,
4463,rishivivek1,,,-1,-5,,,
4463,VishweshDKumar,,,-1,,,,
4463,Rose,,,-1,,,,
4463,D_sri_lakshmi,,,-2,,,,
4463,sarthak1407,,,-2,-2,,,
4463,k3rnel-pan1c,,,-2,-4,,,
4463,FireBlaze236,,,,,,,-2
4463,tootal,,,-1,,,,
4463,Guaguapi,,,-1,,,,
4463,anirudhcode77,,,-1,,,,
4463,premnathcs,,,-1,-3,,,
4463,StOlEn_KiNg,,,-1,-5,,,
4463,nancy_sedora,,,,-2,,,
4463,Harin_Khakhi,,,-1,,,,
4463,laburina00,,,-4,,,,
4463,ratikpuri17,,,-7,,,,
4463,meshwarsairam1,,,-3,-1,,,
4463,bansalr12,,,-1,,,,
4463,uzumaki09,,,-1,-2,,,
4463,khuder,,,,,,,
4463,Juanzhang,,,,,,,
4463,chookalat,,,,,-1,,
4463,nuclode,,,-1,,,,
4463,suit52,,,-1,-7,,,
4463,MahmoudJobeel,,,,,,,-1
4463,Thackun,,,-4,,,,
4463,wjeng,,,-2,-3,,,
4463,johncCc,,,-1,,,,
4463,VivekRamnani,,,-3,-6,,,
4463,east89,,,,,,,-2
4463,nimbuss,,,,-4,,,
4463,paradoxnafi,,,,,-1,,
4463,bhagirathinayak48,,,-1,-1,,,
4463,hackcyborg,,,-4,,,,
4463,anirudh_geek,,,-3,-1,,,
4463,Noora.Sweis,,,,-2,,,
4463,zubin29,,,-1,,,,
4463,Mo7aD,,,,-4,,,
4463,Shahidullah_Anik,,,,-1,,,
4463,andrew_mag,,,-1,,,,
4463,anand_444,,,-2,-3,,,
4463,hrivu_21,,,,-1,,,
4463,Maan20,,,-1,,,,
4463,Pitess100,,,,,,,
4463,bobbilyking,,,-4,,,,
4463,sokolik_alex,,,-1,,,,
4463,Bil_boy,,,,-1,,,
4463,uheesu,,,,-1,,,
4463,SLATER857,,,,-2,,,
4463,Artyom_Barsov,,,,-1,,,
4463,Rabbitknight,,,-1,,,,
4463,aadityatripathi2608,,,-3,,,,
4463,skk1faker,,,-1,,,,
4463,pointoflight,,,-2,-1,,,
4463,RedDreams,,,-4,,,,
4463,tar_s,,,-1,,,,
4463,amnpt,,,-1,,,,
4463,floralDenis,,,-1,,,,
4463,tanmay2904,,,-2,-1,,,
4463,FIREds007,,,,-1,,,
4463,aakash123,,,-3,,,,
4463,heheh,,,-3,-1,,,
4463,ashique99,,,-2,-3,,,
4463,abdusshakir,,,-1,-1,,,
4463,shirisha23,,,-1,,,,
4463,MeFistoPH3L,,,-1,-6,,,
4463,abhishek36,,,-2,,,,
4463,mcbccc,,,-1,,,,
4463,Free_fire,,,-2,-1,,,
4463,I_am_Don,,,-3,,,,
4463,0codeGod0,,,-4,-2,,,
4463,piqipaw,,,-2,-2,,,-4
4463,top_gunn,,,-2,-1,,,
4463,Vijay_Giri,,,-4,,,,
4463,DarkShot,,,,,,,
4463,amankumar1809,,,-1,,,,
4463,prateek1o1,,,-3,,,,
4463,chrimyn234,,,-1,-2,,,
4463,hacker_prime,,,,,,,
4463,rawat_cpu,,,,,,,
4463,a1_N,,,-1,,,,
4463,ethanul,,,-4,,,,
4463,wAnG.,,,-11,,,,
4463,aman2gupta95,,,,-1,,,-1
4463,shrey2806,,,-1,,,,
4463,Vision_,,,,,,,
4463,tourist6,,,-1,,,,
4463,snehasrikanth,,,-3,,,,
4463,Unrated.,,,,-5,,,
4463,stepan33314,,,-2,,,,
4463,test2012,,,-1,,,,
4463,zingoworks,,,,,,,
4463,hfc123,,,-6,-2,,,
4463,sriravya789,,,,,,,-3
4463,atharvat77,,,-2,,,,
4463,6824557,,,,,,,
4463,jarvis1008,,,-1,,,,
4463,tez92,,,-3,,,,
4463,rish_0_0,,,,,,,-1
4463,yartsev_va,,,,,,,-1
4463,ditttoo,,,-1,-1,,,
4463,nipun675,,,-1,-1,,,
4463,pratyaydeep,,,,-6,,,
4463,raj31,,,-3,,,,
4463,gaurav.gk5826,,,-2,,,,
4463,aniketraut100m,,,-1,,,,
4463,ght5160,,,-5,-4,,,
4463,rache3,,,,-1,,,
4463,Sanjeetky1999,,,-2,,,,-1
4463,sameera.s,,,,-1,,,
4463,shahkushal9148,,,-1,-5,,,
4463,preetam_batchu,,,-1,,,,
4463,pravallika_b,,,-1,-2,,,
4463,andyhui,,,,-4,,,
4463,torres6093,,,-3,,,,
4463,Xenon_Sharma,,,-2,-1,,,
4463,ZCDHJ,,,-1,,,,
4463,talrejamohit99,,,-1,,,,
4463,dot_slash_noob,,,-6,-3,,,
4463,KaranJhaveri,,,-2,-2,,,
4463,Arurora.IT2k,,,,-5,,,
4463,prakhar_lohumi,,,-2,,,,
4463,Nonad,,,-3,,,,
4463,sharutgupta,,,-7,,,,
4463,Hack-me,,,-1,,,,
4463,Krypt0si0us,,,-2,,,,
4463,NCV_1199,,,-4,,,,
4463,swae_lee,,,,,,,-1
4463,dalaodaiwo,,,-1,-1,,,
4463,pz1971,,,,,,,
4463,temp707,,,,,,,-1
4463,Kloke23,,,,,,,-1
4463,ghn2104,,,-1,-4,,,-1
4463,SH4DOW_BET4,,,-1,,,,
4463,mariamMR,,,-1,,,,
4463,Vijayendra_Sai,,,-1,,,,
4463,here_2_code,,,-1,-4,,,
4463,vaibhav2001,,,-2,,,,
4463,OneLine_,,,-2,,,,
4463,Ajanrid,,,-1,-2,,,
4463,-linyous,,,-1,,,,
4463,CodeDipuCode,,,-3,,,,
4463,Rothi,,,-1,,,,
4463,itachikesh,,,,-3,,,
4463,xpxxk,,,-1,,,,
4463,Yasseenkamel,,,-1,-1,,,
4463,satz015,,,-1,-3,,,
4463,bevvie,,,-3,,,,
4463,EgorCh777,,,,,,,
4463,CSEKU_160231,,,,-1,,,
4463,ashu_12chi,,,-2,,,,
4463,mk17499_47,,,-1,,,,
4463,Chewing0nlyMyMotivation,,,,-8,,,
4463,pritamgolder,,,-5,,,,
4463,fazalahmad835,,,-1,-3,,,
4463,Mebius_Ash,,,-1,,,,
4463,ashwin28,,,,,,,
4463,pkm_jcf2c,,,-1,,,,
4463,Ha_Ha_Ha,,,-1,,,,
4463,Shubhanshu007,,,-4,,,,
4463,timlin123,,,-3,,,,
4463,shandilya_shivam,,,-1,-1,-2,,
4463,himansingh241,,,-4,,,,
4463,aditya7m,,,-1,,,,-3
4463,2015b3a7348g,,,-1,-4,,,
4463,SuperDope,,,-1,,,,
4463,kshay,,,-1,,,,
4463,Good_Ad,,,,-3,,,-1
4463,tejaswini2619,,,,,-1,,
4463,gloria_qing,,,-1,,,,
4463,rash42,,,-5,-4,,,
4463,-5akura-,,,-1,,,,
4463,a_1_tika,,,-1,,,,
4463,piechuckerr,,,-1,,,,
4463,georgepogosyan,,,-3,,,,
4463,bertrandovide,,,,-4,,,
4463,d3xt3rr,,,-3,,,,
4463,phoenix01,,,-2,,,,
4463,sagargupta,,,-1,,,,
4463,mk_02,,,-1,-4,,,
4463,harishreddy,,,,-1,,,
4463,hd20175916,,,,,,,
4463,Aayushman3,,,-2,-2,,,
4463,shazia,,,-2,,,,
4463,Send_._Nodes,,,,,,,
4463,pirate_king289,,,-1,,,,
4463,srajang_123,,,,-1,,,
4463,Anu_coder,,,-1,,,,
4463,agentproton,,,-2,,,,
4463,zendrick,,,,,,,-2
4463,autobioutopia,,,-1,-3,,,
4463,Infinite-00,,,,,,,
4463,darshandev.chauhan,,,-2,,,,
4463,abhanibhai,,,-2,-4,,,-2
4463,mitesh-pv,,,-1,,,,
4463,seong0428,,,-1,,,,
4463,Silhouette_Eternity,,,,,,,
4463,rka,,,-1,,,,
4463,Virus_Life,,,-6,,,,
4463,mehta.astha25,,,-2,,,,
4463,happy124hh,,,-2,,,,
4463,A_H_R-E_I-M,,,-1,,,,
4463,rony160136rr,,,-2,,,,
4463,Urmy_Cse_Brur,,,,,,,
4463,DeiuB,,,-1,-2,-2,-1,
4463,grey32,,,-1,,,,-1
4463,ahmet25,,,-2,,,,
4463,imran83,,,-2,,,,
4463,Blazeques,,,-3,,,,
4463,vishalm20vishalm20,,,-2,-1,,,
4463,mr___lol,,,-4,-2,,,
4463,Miroshnikov,,,,-2,,,
4463,itry,,,,,,,-10
4463,Naccl,,,-4,,,,
4463,praveenpathak,,,-1,-1,,,
4463,Ranyue007,,,-1,,,,
4463,kdatta,,,-1,-1,,,
4463,jscccy,,,,,,,
4463,Hester515,,,-1,,,,
4463,abhi1799,,,-1,,,,
4463,saiteja_1919,,,-3,,,,-2
4463,kira_n,,,,,,,
4463,mrybhatia,,,,,,,-3
4463,avikant,,,-1,,,,
4463,aayush0912,,,-3,,,,
4463,mystmyth,,,,,,,-1
4463,HellParty,,,-2,,,,
4463,namanknl211,,,-2,,,,
4463,swarnaditya_maitra,,,-5,-3,,,
4463,Mohammad_Parsa_Sadeghi,,,-1,,,,-3
4463,choudhary0007,,,-2,-1,,,
4463,shubhankar17194,,,,,,,
4463,ndmz,,,,-6,,,
4463,risi1001,,,-4,,,,
4463,codemaniac49,,,-1,-4,,,
4463,genybr,,,-2,,,,
4463,satyam_0751,,,-2,,,,
4463,mohammad.faravash,,,-1,,,,
4463,TJPU_Hank,,,,,,,
4463,habi.amg.2015_,,,-1,-2,,,
4463,Dawuchok,,,-8,,,,
4463,codeparlour10,,,-1,,,,
4463,almas.shaikh,,,-2,-2,,,
4463,cre8tion,,,-1,,,,
4463,Tareq,,,-1,-1,,,
4463,truesetu,,,-1,-1,,,
4463,qingqiqiu,,,,-2,,,
4463,PomperMan,,,-2,,,,
4463,asifthen00b,,,-2,,,,
4463,balasiva,,,,,,,
4463,masiur_hasan,,,,,,,
4463,raven_47,,,-1,-3,,,
4463,singh9267,,,-7,,,,
4463,leader_123,,,-1,,,,
4463,Aamir_Dan,,,-1,,,,
4463,ssm98,,,-1,-3,,,
4463,pranjal.verma80,,,-3,,,,
4463,vin_04,,,-1,-2,,,
4463,Arya_1,,,-1,,,,
4463,inheritag,,,-1,-1,,,
4463,daxianyu233,,,-2,,,,
4463,Harshil_Bhavsar,,,-2,-2,,,
4463,suyashky,,,,,,,-3
4463,samyar,,,-1,-1,,,
4463,trafalgar_,,,,-1,,,
4463,CodeViper,,,-1,-2,,,
4463,jeel_patel,,,-2,,,,
4463,MANAV2000,,,-6,,,,
4463,kennjeee,,,,-2,,,
4463,iwannabetracer,,,,,,,
4463,asdfghjklqqq,,,,,,,
4463,still_the_big_bang,,,-3,-5,,,
4463,chenyu,,,-3,,,,
4463,shashank_hire,,,-1,,,,
4463,pulkitp2707,,,-1,,,,
4463,ShA_hiD,,,,,,,
4463,ralnikovpavel,,,-1,-1,,,
4463,Jane_Patrick,,,,,,,-1
4463,hiJimmy,,,-1,,,,
4463,Power.567,,,-1,,,,
4463,WindowsPhone,,,-2,,,,
4463,DKosh,,,,,,,-3
4463,SSSH08,,,-2,,,,
4463,SilentReaper,,,-3,-3,,,
4463,VenyaSob,,,,-8,,,
4463,nikolai6303,,,-2,,,,
4463,Adson_S,,,-2,,,,
4463,ReyQuoOne,,,,,-1,,
4463,Yuanzi_Fang,,,-6,-2,,,
4463,naduhrin,,,-1,,,,
4463,SCS26,,,,-3,,,
4463,ChrisConstant,,,-1,-4,,,
4463,Caforce,,,-1,,,,
4463,rakibislam,,,-1,-1,,,
4463,rushikesh746,,,,,,,-1
4463,ChinmoySaha,,,,-1,,,
4463,pretam9,,,,-2,,,
4463,abliao,,,-1,-2,,,
4463,akagrawaliit,,,-1,,,,
4463,Makki99,,,-3,,,,
4463,OrangE_3,,,-1,-1,,,
4463,Stargates,,,-4,,,,
4463,dxz05,,,-7,-1,,,
4463,mcostaconrado,,,-4,,,,
4463,purvilmehta06,,,-4,,,,
4463,ahmad-k1,,,-2,,,,
4463,vjudge88,,,-1,,,,
4463,krish_iyer,,,,,-1,,
4463,tuenguyen,,,-2,-1,,,
4463,vulence,,,-4,-1,,,
4463,dexter04,,,-1,,,,
4463,kkkingking,,,-5,,,,
4463,mkejriwal,,,-1,-1,,,
4463,Strongest_Man_in_Asia,,,,-6,,,
4463,code_pradeep,,,-3,,,,
4463,Baron3228,,,-1,-4,,,
4463,nmr978,,,-1,,,,
4463,aboyko,,,,,,,
4463,Maruf.,,,-1,,,,
4463,ABUHANIF,,,,-2,,,
4463,Anonymous_420,,,,,,,
4463,db_Andreevich,,,-1,-2,,,-2
4463,kamila.martinez.sv,,,,,,,
4463,Hououin_Kyouma1234,,,-1,,,,
4463,__DARKLORD__,,,-1,,,,
4463,navdeepbits,,,-1,,,,
4463,ksksurigoma33,,,-1,-1,,,
4463,house_of_codes,,,-4,,,,
4463,ankuryadav2312,,,-2,,,,
4463,Conkyy,,,-3,-5,,,
4463,dol_boy_ashcer,,,-2,,,,
4463,Abu_Farhad,,,,-5,,,
4463,juhi1177,,,,,,,-1
4463,Vidish,,,-4,,,,
4463,magisterialmessi,,,-1,,,,
4463,abdallash,,,-5,-3,,,
4463,Hayzerr123,,,,,,,
4463,__fractal,,,-16,,,,
4463,md.foysalahammedforhad,,,,,,,
4463,Sanskari_launda,,,-2,,,,
4463,The_second_hand,,,-1,,,,
4463,EMEJ,,,-1,-4,,,
4463,mch_thr,,,,,,,
4463,kkhnishad,,,,-1,,,
4463,oldstane,,,,-1,,,
4463,shrenikagada,,,-2,,-6,,-1
4463,kimse9450,,,-2,-1,,,
4463,arrow2011,,,-1,-3,,,
4463,Eclipse_Inc,,,-2,-5,,-4,-1
4463,tranbachchy2002,,,-5,,,,
4463,Shreyanshjain.16,,,-5,,,,
4463,matratze,,,,-3,,,
4463,linduo,,,-3,-3,,,
4463,tejas99,,,-3,,,,
4463,problem_solver464,,,-4,,,,
4463,Ahmed_ElAmory,,,-3,,,,
4463,mohammad_Nour,,,,-1,,,
4463,Vandan599,,,-1,,,,
4463,Mishuil,,,-1,,,,
4463,Psychokiller_347,,,-2,-1,,,
4463,Xqzmelol,,,-1,-4,,,
4463,kbats183,,,-2,-1,,,
4463,gaurav_yadav,,,-4,,,,
4463,rahrsaxena,,,-1,,,,-2
4463,ElaineZY,,,-4,,,,
4463,Phosphorus_He,,,-1,-5,,,
4463,geralt.of.rivia,,,-3,,,,
4463,Mehrdad_77,,,,,,,
4463,ANKIT_KUMAR_SINGH,,,-2,,,,-1
4463,hotrod,,,-1,,,,
4463,dj99,,,-1,,,,
4463,Sadakant,,,-3,,,,
4463,sukhoi,,,,,,,
4463,sunlight0905056,,,-1,-1,,,
4463,lixinyue,,,,,,,-1
4463,Free_Electron_,,,-1,-3,,,
4463,jeanstefanovich,,,-1,,,,
4463,jain.vivektkg,,,-4,,,,
4463,ankit.sangwan1999,,,-4,,,,
4463,Starrysky967,,,,,,,
4463,TamimEhsan,,,-2,-2,,,
4463,gaurav1508,,,-2,,,,
4463,dev_mehria,,,-1,,,,
4463,N.H.Fahim,,,-1,-2,,,-3
4463,Kobe2016,,,-1,,,,
4463,ragnarok_,,,-1,-7,,,
4463,TO_OO,,,-4,,,,
4463,rajatgedam,,,-11,,,,
4463,dxxrk,,,,,,,-1
4463,Legendario,,,-3,,,,
4463,dilpreet_bjf,,,-1,,,,
4463,sharma_kunal,,,-2,,,,
4463,jindalanisha,,,,-4,,,
4463,proggerkz,,,-3,,,,
4463,konghonglee,,,-4,-3,,,
4463,himanshupch,,,,,,,
4463,mmartino,,,-3,,,,
4463,NAHIN_JZS,,,,-2,,,
4463,grandesonnerie,,,-1,,,,
4463,Nipunbaishnab,,,-1,,,,
4463,ashish_O1,,,,-2,,,
4463,LianDuan5814,,,-1,,,,
4463,astha_sharan,,,-2,,,,
4463,abhi_2111,,,-3,-1,,,
4463,you_paison,,,,-5,,,
4463,saurabh_1310,,,-3,,,,
4463,Shiam7777777,,,-1,,,,
4463,SixPathOfPain,,,-2,,,,
4463,iaburrahman,,,-1,,,,
4463,Z4Y3D,,,-1,,,,
4463,devilunicorn,,,-1,-1,,,
4463,dontgiveup,,,-8,-2,,,
4463,FuadBinAkhter,,,,,,,
4463,tanitomo,,,-5,,,,
4463,votruongtrunghieu01,,,-1,,,,
4463,hq8398,,,-3,-3,,,-2
4463,Chetan-Raikwar,,,,,,,-5
4463,bloxblox,,,-2,-1,,,
4463,Been,,,,,,-3,
4463,HHHEN,,,-3,,,,-1
4463,shivang17,,,-1,,,,
4463,PersonOfInterest,,,-2,,,,
4463,huaiying,,,-1,,,,
4463,bityinziqi,,,,,,,
4463,gauravdmt1,,,-7,-1,,,
4463,pandora211298,,,,,,,
4463,HABEd0,,,-8,,,,
4463,Yatharth1,,,-3,-1,,,
4463,wallflowerlm,,,-2,,,,
4463,shccho,,,-2,,,,
4463,es.d,,,-1,,,,-2
4463,2nqt,,,-2,,,,
4463,ameerabuammar,,,-1,,,,
4463,faiaz_amin040,,,,,,,
4463,eternaler,,,-4,-3,,,
4463,lelouch_123,,,-1,,,,
4463,authentic,,,-2,-1,,,
4463,BeJLo4ka,,,-6,,,,
4463,AlarkZ,,,,,,,
4463,_mk_,,,,,,,-1
4463,soniya51,,,-5,,,,
4463,SharifulIslam,,,-2,-1,,,
4463,WorldNo1,,,-2,,,,
